image_id,site,path,img_lat,img_lon,cand,cand_lat,cand_lon,fam,d_km,band,truth,arm,cont
516373416038884,amsterdam_natura,streetview\amsterdam_natura\516373416038884.jpg,52.366830443151,4.9197136389989,Conservatorium van Amsterdam,52.375833,4.908056,3.0,1.2761,0.7-1.5km,no,main,EU
516373416038884,amsterdam_natura,streetview\amsterdam_natura\516373416038884.jpg,52.366830443151,4.9197136389989,Rembrandt House Museum,52.369444,4.901389,4.0,1.2776,0.7-1.5km,no,main,EU
516373416038884,amsterdam_natura,streetview\amsterdam_natura\516373416038884.jpg,52.366830443151,4.9197136389989,Tuschinski Theatre,52.366111,4.894444,4.0,1.7176,1.5-3.0km,no,main,EU
516373416038884,amsterdam_natura,streetview\amsterdam_natura\516373416038884.jpg,52.366830443151,4.9197136389989,Allard Pierson Museum,52.368825906,4.893061712,2.0,1.8231,1.5-3.0km,no,main,EU
516373416038884,amsterdam_natura,streetview\amsterdam_natura\516373416038884.jpg,52.366830443151,4.9197136389989,Ignatius Gymnasium,52.3496,4.8738,2.0,3.6596,3.0-6.0km,no,main,EU
516373416038884,amsterdam_natura,streetview\amsterdam_natura\516373416038884.jpg,52.366830443151,4.9197136389989,Amsterdam Zuid station,52.338888888,4.873055555,4.0,4.4379,3.0-6.0km,no,main,EU
2912452038996684,amsterdam_vondelpark,streetview\amsterdam_vondelpark\2912452038996684.jpg,52.359569633411,4.8625730997483,Vondelpark,52.356944444,4.866388888,5.0,0.3903,0.3-0.7km,no,main,EU
2912452038996684,amsterdam_vondelpark,streetview\amsterdam_vondelpark\2912452038996684.jpg,52.359569633411,4.8625730997483,"American Hotel, Amsterdam",52.363611,4.881111,4.0,1.3366,0.7-1.5km,no,main,EU
2912452038996684,amsterdam_vondelpark,streetview\amsterdam_vondelpark\2912452038996684.jpg,52.359569633411,4.8625730997483,Ignatius Gymnasium,52.3496,4.8738,2.0,1.3455,0.7-1.5km,no,main,EU
2912452038996684,amsterdam_vondelpark,streetview\amsterdam_vondelpark\2912452038996684.jpg,52.359569633411,4.8625730997483,Amsterdam Lelylaan station,52.357222222,4.833888888,3.0,1.9653,1.5-3.0km,no,main,EU
2912452038996684,amsterdam_vondelpark,streetview\amsterdam_vondelpark\2912452038996684.jpg,52.359569633411,4.8625730997483,"Hash, Marihuana & Hemp Museum",52.371752777,4.896911111,3.0,2.6965,1.5-3.0km,no,main,EU
2912452038996684,amsterdam_vondelpark,streetview\amsterdam_vondelpark\2912452038996684.jpg,52.359569633411,4.8625730997483,Sexmuseum Amsterdam,52.376583333,4.897277777,4.0,3.0217,3.0-6.0km,no,main,EU
2912452038996684,amsterdam_vondelpark,streetview\amsterdam_vondelpark\2912452038996684.jpg,52.359569633411,4.8625730997483,Schreierstoren,52.376388888,4.902222222,3.0,3.2778,3.0-6.0km,no,main,EU
190729989566458,athens_kotzia,streetview\athens_kotzia\190729989566458.jpg,37.979482420607,23.729902128807,Agii Theodori,37.979384,23.73008,2.0,0.019,signal,yes,main,EU
190729989566458,athens_kotzia,streetview\athens_kotzia\190729989566458.jpg,37.979482420607,23.729902128807,National Bank of Greece,37.9815112,23.728974076,2.0,0.2398,0.15-0.3km,no,main,EU
190729989566458,athens_kotzia,streetview\athens_kotzia\190729989566458.jpg,37.979482420607,23.729902128807,Panepistimiou Street,37.980267,23.732883,4.0,0.2754,0.15-0.3km,no,main,EU
190729989566458,athens_kotzia,streetview\athens_kotzia\190729989566458.jpg,37.979482420607,23.729902128807,"National Historical Museum, Athens",37.9775,23.73277778,3.0,0.3348,0.3-0.7km,no,main,EU
190729989566458,athens_kotzia,streetview\athens_kotzia\190729989566458.jpg,37.979482420607,23.729902128807,Bank of Greece,37.978611111,23.733333333,2.0,0.316,0.3-0.7km,no,main,EU
190729989566458,athens_kotzia,streetview\athens_kotzia\190729989566458.jpg,37.979482420607,23.729902128807,National Theatre of Greece,37.984722,23.725278,3.0,0.7097,0.7-1.5km,no,main,EU
190729989566458,athens_kotzia,streetview\athens_kotzia\190729989566458.jpg,37.979482420607,23.729902128807,Byzantine and Christian Museum,37.97507,23.74452,3.0,1.372,0.7-1.5km,no,main,EU
190729989566458,athens_kotzia,streetview\athens_kotzia\190729989566458.jpg,37.979482420607,23.729902128807,Kypseli,38.00023611,23.73905556,3.0,2.4431,1.5-3.0km,no,main,EU
190729989566458,athens_kotzia,streetview\athens_kotzia\190729989566458.jpg,37.979482420607,23.729902128807,Kerameikos Archaeological Museum,37.967,23.717,3.0,1.7904,1.5-3.0km,no,main,EU
190729989566458,athens_kotzia,streetview\athens_kotzia\190729989566458.jpg,37.979482420607,23.729902128807,Ano Patisia metro station,38.023735,23.73599,3.0,4.9495,3.0-6.0km,no,main,EU
190729989566458,athens_kotzia,streetview\athens_kotzia\190729989566458.jpg,37.979482420607,23.729902128807,Kolokynthou,38.001854497,23.709014951,2.0,3.0885,3.0-6.0km,no,main,EU
828209511434939,athens_monastiraki,streetview\athens_monastiraki\828209511434939.jpg,37.978462560492,23.722922571785,Psyri,37.97777778,23.725,4.0,0.1974,0.15-0.3km,no,main,EU
828209511434939,athens_monastiraki,streetview\athens_monastiraki\828209511434939.jpg,37.978462560492,23.722922571785,Altar of the Twelve Gods,37.9758,23.7228,2.0,0.2963,0.15-0.3km,no,main,EU
828209511434939,athens_monastiraki,streetview\athens_monastiraki\828209511434939.jpg,37.978462560492,23.722922571785,Museum of the Ancient Agora,37.975,23.724166666,4.0,0.4002,0.3-0.7km,no,main,EU
828209511434939,athens_monastiraki,streetview\athens_monastiraki\828209511434939.jpg,37.978462560492,23.722922571785,Kerameikos,37.978333333,23.718611111,3.0,0.3782,0.3-0.7km,no,main,EU
828209511434939,athens_monastiraki,streetview\athens_monastiraki\828209511434939.jpg,37.978462560492,23.722922571785,Old Royal Palace,37.97527778,23.73694444,3.0,1.279,0.7-1.5km,no,main,EU
828209511434939,athens_monastiraki,streetview\athens_monastiraki\828209511434939.jpg,37.978462560492,23.722922571785,Arch of Hadrian (Athens),37.970167,23.732,4.0,1.2182,0.7-1.5km,no,main,EU
828209511434939,athens_monastiraki,streetview\athens_monastiraki\828209511434939.jpg,37.978462560492,23.722922571785,Evangelismos metro station,37.9759,23.74656,4.0,2.0913,1.5-3.0km,no,main,EU
828209511434939,athens_monastiraki,streetview\athens_monastiraki\828209511434939.jpg,37.978462560492,23.722922571785,First Cemetery of Athens,37.963161111,23.737875,3.0,2.1478,1.5-3.0km,no,main,EU
828209511434939,athens_monastiraki,streetview\athens_monastiraki\828209511434939.jpg,37.978462560492,23.722922571785,Agioi Anargyroi,38.0275,23.71833333,3.0,5.4675,3.0-6.0km,no,main,EU
828209511434939,athens_monastiraki,streetview\athens_monastiraki\828209511434939.jpg,37.978462560492,23.722922571785,Aigaleo,37.9902,23.68,3.0,3.9818,3.0-6.0km,no,main,EU
1143667572727383,athens_national,streetview\athens_national\1143667572727383.jpg,37.973387542653,23.735143372028,Old Royal Palace,37.97527778,23.73694444,3.0,0.2629,0.15-0.3km,no,main,EU
1143667572727383,athens_national,streetview\athens_national\1143667572727383.jpg,37.973387542653,23.735143372028,Zappeion,37.971389,23.736389,3.0,0.2476,0.15-0.3km,no,main,EU
1143667572727383,athens_national,streetview\athens_national\1143667572727383.jpg,37.973387542653,23.735143372028,"Presidential Mansion, Athens",37.97261944,23.74083333,3.0,0.506,0.3-0.7km,no,main,EU
1143667572727383,athens_national,streetview\athens_national\1143667572727383.jpg,37.973387542653,23.735143372028,Museum of Cycladic Art,37.9757,23.74227,3.0,0.6755,0.3-0.7km,no,main,EU
1143667572727383,athens_national,streetview\athens_national\1143667572727383.jpg,37.973387542653,23.735143372028,Psyri,37.97777778,23.725,4.0,1.0143,0.7-1.5km,no,main,EU
1143667572727383,athens_national,streetview\athens_national\1143667572727383.jpg,37.973387542653,23.735143372028,Koukaki,37.964,23.723,3.0,1.4909,0.7-1.5km,no,main,EU
1143667572727383,athens_national,streetview\athens_national\1143667572727383.jpg,37.973387542653,23.735143372028,Akadimia Platonos,37.98999,23.711667,2.0,2.7644,1.5-3.0km,no,main,EU
1143667572727383,athens_national,streetview\athens_national\1143667572727383.jpg,37.973387542653,23.735143372028,Leoforos Alexandras Stadium,37.987169444,23.754194444,3.0,2.2664,1.5-3.0km,no,main,EU
1143667572727383,athens_national,streetview\athens_national\1143667572727383.jpg,37.973387542653,23.735143372028,Tourkovounia,38.0078,23.7621,3.0,4.497,3.0-6.0km,no,main,EU
1143667572727383,athens_national,streetview\athens_national\1143667572727383.jpg,37.973387542653,23.735143372028,Moschato metro station,37.95525,23.680465,3.0,5.2004,3.0-6.0km,no,main,EU
903410113723266,barcelona_fontana,streetview\barcelona_fontana\903410113723266.jpg,41.401283498537,2.1538055344176,Gràcia station,41.39972,2.15209,4.0,0.2252,0.15-0.3km,no,main,EU
903410113723266,barcelona_fontana,streetview\barcelona_fontana\903410113723266.jpg,41.401283498537,2.1538055344176,Fontana metro station,41.40263,2.15275,4.0,0.1737,0.15-0.3km,no,main,EU
903410113723266,barcelona_fontana,streetview\barcelona_fontana\903410113723266.jpg,41.401283498537,2.1538055344176,Sant Gervasi station,41.400833,2.146944,3.0,0.5745,0.3-0.7km,no,main,EU
903410113723266,barcelona_fontana,streetview\barcelona_fontana\903410113723266.jpg,41.401283498537,2.1538055344176,Casa Vicens,41.403486545,2.150643258,3.0,0.36,0.3-0.7km,no,main,EU
903410113723266,barcelona_fontana,streetview\barcelona_fontana\903410113723266.jpg,41.401283498537,2.1538055344176,Casa de les Punxes,41.39798,2.163783,3.0,0.9097,0.7-1.5km,no,main,EU
903410113723266,barcelona_fontana,streetview\barcelona_fontana\903410113723266.jpg,41.401283498537,2.1538055344176,Vallcarca metro station,41.41175,2.144944444,3.0,1.3786,0.7-1.5km,no,main,EU
903410113723266,barcelona_fontana,streetview\barcelona_fontana\903410113723266.jpg,41.401283498537,2.1538055344176,CosmoCaixa Barcelona,41.413055555,2.131111111,3.0,2.3013,1.5-3.0km,no,main,EU
903410113723266,barcelona_fontana,streetview\barcelona_fontana\903410113723266.jpg,41.401283498537,2.1538055344176,Museu de la Xocolata,41.387056,2.181818,3.0,2.8219,1.5-3.0km,no,main,EU
903410113723266,barcelona_fontana,streetview\barcelona_fontana\903410113723266.jpg,41.401283498537,2.1538055344176,Montbau station,41.43,2.14472222,3.0,3.2817,3.0-6.0km,no,main,EU
903410113723266,barcelona_fontana,streetview\barcelona_fontana\903410113723266.jpg,41.401283498537,2.1538055344176,Palau Sant Jordi,41.363389,2.152556,4.0,4.215,3.0-6.0km,no,main,EU
385781315930165,barcelona_lesseps,streetview\barcelona_lesseps\385781315930165.jpg,41.403853286398,2.1499568242563,Casa Vicens,41.403486545,2.150643258,3.0,0.0703,signal,yes,main,EU
385781315930165,barcelona_lesseps,streetview\barcelona_lesseps\385781315930165.jpg,41.403853286398,2.1499568242563,Lesseps station,41.40611111,2.14944444,4.0,0.2547,0.15-0.3km,no,main,EU
385781315930165,barcelona_lesseps,streetview\barcelona_lesseps\385781315930165.jpg,41.403853286398,2.1499568242563,Fontana metro station,41.40263,2.15275,4.0,0.2698,0.15-0.3km,no,main,EU
385781315930165,barcelona_lesseps,streetview\barcelona_lesseps\385781315930165.jpg,41.403853286398,2.1499568242563,Sant Gervasi station,41.400833,2.146944,3.0,0.4194,0.3-0.7km,no,main,EU
385781315930165,barcelona_lesseps,streetview\barcelona_lesseps\385781315930165.jpg,41.403853286398,2.1499568242563,Gràcia station,41.39972,2.15209,4.0,0.4928,0.3-0.7km,no,main,EU
385781315930165,barcelona_lesseps,streetview\barcelona_lesseps\385781315930165.jpg,41.403853286398,2.1499568242563,Avinguda Tibidabo station,41.410024,2.137091,2.0,1.2736,0.7-1.5km,no,main,EU
385781315930165,barcelona_lesseps,streetview\barcelona_lesseps\385781315930165.jpg,41.403853286398,2.1499568242563,Institut Ramon Llull,41.396703888,2.161283055,2.0,1.2347,0.7-1.5km,no,main,EU
385781315930165,barcelona_lesseps,streetview\barcelona_lesseps\385781315930165.jpg,41.403853286398,2.1499568242563,Hospital de Sant Pau,41.412777777,2.174444444,4.0,2.2706,1.5-3.0km,no,main,EU
385781315930165,barcelona_lesseps,streetview\barcelona_lesseps\385781315930165.jpg,41.403853286398,2.1499568242563,Maria Cristina station,41.388083333,2.126372222,3.0,2.6354,1.5-3.0km,no,main,EU
385781315930165,barcelona_lesseps,streetview\barcelona_lesseps\385781315930165.jpg,41.403853286398,2.1499568242563,Plaça d'Espanya station,41.375036111,2.149163888,4.0,3.205,3.0-6.0km,no,main,EU
385781315930165,barcelona_lesseps,streetview\barcelona_lesseps\385781315930165.jpg,41.403853286398,2.1499568242563,Paral·lel station,41.376144,2.168781,3.0,3.4582,3.0-6.0km,no,main,EU
822762453806968,barcelona_sants,streetview\barcelona_sants\822762453806968.jpg,41.376232230453,2.1366906218166,Plaça de Sants station,41.375416666,2.135652777,3.0,0.1254,signal,yes,main,EU
822762453806968,barcelona_sants,streetview\barcelona_sants\822762453806968.jpg,41.376232230453,2.1366906218166,Hostafrancs station,41.375363888,2.14355,2.0,0.5804,0.3-0.7km,no,main,EU
822762453806968,barcelona_sants,streetview\barcelona_sants\822762453806968.jpg,41.376232230453,2.1366906218166,Sants Estació station,41.379166666,2.140277777,4.0,0.4428,0.3-0.7km,no,main,EU
822762453806968,barcelona_sants,streetview\barcelona_sants\822762453806968.jpg,41.376232230453,2.1366906218166,Magic Fountain of Montjuïc,41.371139,2.151727,4.0,1.3766,0.7-1.5km,no,main,EU
822762453806968,barcelona_sants,streetview\barcelona_sants\822762453806968.jpg,41.376232230453,2.1366906218166,Plaça d'Espanya station,41.375036111,2.149163888,4.0,1.0492,0.7-1.5km,no,main,EU
822762453806968,barcelona_sants,streetview\barcelona_sants\822762453806968.jpg,41.376232230453,2.1366906218166,Monastery of Pedralbes,41.39555556,2.11222222,3.0,2.9637,1.5-3.0km,no,main,EU
822762453806968,barcelona_sants,streetview\barcelona_sants\822762453806968.jpg,41.376232230453,2.1366906218166,Sant Gervasi station,41.400833,2.146944,3.0,2.8661,1.5-3.0km,no,main,EU
822762453806968,barcelona_sants,streetview\barcelona_sants\822762453806968.jpg,41.376232230453,2.1366906218166,Arc de Triomf station,41.392444444,2.180611111,4.0,4.0837,3.0-6.0km,no,main,EU
822762453806968,barcelona_sants,streetview\barcelona_sants\822762453806968.jpg,41.376232230453,2.1366906218166,Sant Just Desvern,41.383333,2.075,3.0,5.2073,3.0-6.0km,no,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Alte Nationalgalerie,52.52081,13.398353,4.0,0.0361,signal,yes,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Neues Museum,52.5202,13.3976,5.0,0.0487,signal,yes,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Altes Museum,52.519444444,13.398888888,5.0,0.1347,signal,yes,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Pergamon Museum,52.521,13.396,5.0,0.1477,signal,yes,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,German Historical Museum,52.518055555,13.396944444,4.0,0.2865,0.15-0.3km,no,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Lustgarten,52.518611111,13.399722222,5.0,0.2428,0.15-0.3km,no,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Berlin State Opera,52.516666666,13.394722222,4.0,0.4862,0.3-0.7km,no,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,St. Hedwig's Cathedral,52.515833333,13.394722222,3.0,0.57,0.3-0.7km,no,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Hotel Adlon,52.5160431,13.3799442,4.0,1.3233,0.7-1.5km,no,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Brandenburg Gate,52.516272222,13.377722222,5.0,1.4551,0.7-1.5km,no,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Charité,52.526944,13.377222,4.0,1.5786,1.5-3.0km,no,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Neue Nationalgalerie,52.506944444,13.367777777,3.0,2.5461,1.5-3.0km,no,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Straße des 17. Juni,52.514416666,13.348583333,3.0,3.4157,3.0-6.0km,no,main,EU
1348620445524301,berlin_alte,streetview\berlin_alte\1348620445524301.jpg,52.520542612056,13.398049355114,Berlin Zoo,52.508333333,13.3375,5.0,4.3164,3.0-6.0km,no,main,EU
314484880385575,berlin_jewish,streetview\berlin_jewish\314484880385575.jpg,52.503676726361,13.398877296046,Berlinische Galerie,52.5039,13.3981,2.0,0.0582,signal,yes,main,EU
314484880385575,berlin_jewish,streetview\berlin_jewish\314484880385575.jpg,52.503676726361,13.398877296046,Jewish Museum Berlin,52.502312,13.395447,3.0,0.2774,0.15-0.3km,no,main,EU
314484880385575,berlin_jewish,streetview\berlin_jewish\314484880385575.jpg,52.503676726361,13.398877296046,Berlin Observatory,52.50388889,13.39416667,1.0,0.3197,0.3-0.7km,no,main,EU
314484880385575,berlin_jewish,streetview\berlin_jewish\314484880385575.jpg,52.503676726361,13.398877296046,German Bundesrat,52.50916667,13.38138889,3.0,1.3318,0.7-1.5km,no,main,EU
314484880385575,berlin_jewish,streetview\berlin_jewish\314484880385575.jpg,52.503676726361,13.398877296046,Federal Ministry of Finance (Germany),52.50861111,13.38416667,2.0,1.1368,0.7-1.5km,no,main,EU
314484880385575,berlin_jewish,streetview\berlin_jewish\314484880385575.jpg,52.503676726361,13.398877296046,Bahntower,52.509722,13.375,1.0,1.7503,1.5-3.0km,no,main,EU
314484880385575,berlin_jewish,streetview\berlin_jewish\314484880385575.jpg,52.503676726361,13.398877296046,"Federal Chancellery, Berlin",52.52,13.3694,3.0,2.697,1.5-3.0km,no,main,EU
314484880385575,berlin_jewish,streetview\berlin_jewish\314484880385575.jpg,52.503676726361,13.398877296046,Hamburger Bahnhof,52.528333333,13.372222222,3.0,3.2818,3.0-6.0km,no,main,EU
314484880385575,berlin_jewish,streetview\berlin_jewish\314484880385575.jpg,52.503676726361,13.398877296046,Bellevue Palace,52.5175,13.353333333,3.0,3.4442,3.0-6.0km,no,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Berlin-Brandenburg Academy of Sciences and Humanities,52.5139,13.3942,1.0,0.0333,signal,yes,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,"French Cathedral, Berlin",52.514444,13.392222,3.0,0.1405,signal,yes,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Gendarmenmarkt,52.513611111,13.392777777,5.0,0.1196,signal,yes,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Friedrichswerder Church,52.515833,13.397222,2.0,0.2707,0.15-0.3km,no,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Federal Ministry of Justice and Consumer Protection,52.512018656,13.395872218,2.0,0.2657,0.15-0.3km,no,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Altes Museum,52.519444444,13.398888888,5.0,0.6622,0.3-0.7km,no,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Komische Oper Berlin,52.515833333,13.386944444,3.0,0.5273,0.3-0.7km,no,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Berlin House of Representatives,52.508055555,13.381944444,2.0,1.0775,0.7-1.5km,no,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Memorial to Homosexuals Persecuted Under Nazism,52.5133,13.37608,2.0,1.2342,0.7-1.5km,no,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Schwules Museum,52.5043,13.3579,2.0,2.6956,1.5-3.0km,no,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Invalids' Cemetery,52.531944444,13.371111111,2.0,2.5193,1.5-3.0km,no,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Robert Koch Institute,52.539194444,13.347194444,2.0,4.2265,3.0-6.0km,no,main,EU
477577623572574,berlin_st,streetview\berlin_st\477577623572574.jpg,52.514197514108,13.394258841589,Ibn Rushd-Goethe Mosque,52.525,13.34944444,1.0,3.2614,3.0-6.0km,no,main,EU
2911654482489566,bogota_general,streetview\bogota_general\2911654482489566.jpg,4.5913040140529,-74.079182198972,Iglesia de Santa Bárbara,4.59222222,-74.07861111,3.0,0.1201,signal,yes,main,SA
2911654482489566,bogota_general,streetview\bogota_general\2911654482489566.jpg,4.5913040140529,-74.079182198972,Fragmentos,4.5925,-74.0791,3.0,0.1333,signal,yes,main,SA
2911654482489566,bogota_general,streetview\bogota_general\2911654482489566.jpg,4.5913040140529,-74.079182198972,Archivo Distrital de Bogotá,4.59138889,-74.07722222,2.0,0.2174,0.15-0.3km,no,main,SA
2911654482489566,bogota_general,streetview\bogota_general\2911654482489566.jpg,4.5913040140529,-74.079182198972,Monumento a la Batalla de Ayacucho,4.594845997,-74.076721042,2.0,0.4791,0.3-0.7km,no,main,SA
2911654482489566,bogota_general,streetview\bogota_general\2911654482489566.jpg,4.5913040140529,-74.079182198972,Claustro de San Agustín,4.595266666,-74.07855,2.0,0.4462,0.3-0.7km,no,main,SA
2911654482489566,bogota_general,streetview\bogota_general\2911654482489566.jpg,4.5913040140529,-74.079182198972,Instituto Técnico Central,4.6,-74.083333333,2.0,1.0708,0.7-1.5km,no,main,SA
2911654482489566,bogota_general,streetview\bogota_general\2911654482489566.jpg,4.5913040140529,-74.079182198972,Policarpa,4.586857,-74.088562,3.0,1.1512,0.7-1.5km,no,main,SA
2911654482489566,bogota_general,streetview\bogota_general\2911654482489566.jpg,4.5913040140529,-74.079182198972,Las Nieves,4.606005007,-74.074342207,4.0,1.7204,1.5-3.0km,no,main,SA
2911654482489566,bogota_general,streetview\bogota_general\2911654482489566.jpg,4.5913040140529,-74.079182198972,Cerro Guadalupe,4.569722222,-74.072222222,4.0,2.5207,1.5-3.0km,no,main,SA
2911654482489566,bogota_general,streetview\bogota_general\2911654482489566.jpg,4.5913040140529,-74.079182198972,Catholic University of Colombia,4.63416667,-74.06694444,3.0,4.9554,3.0-6.0km,no,main,SA
2911654482489566,bogota_general,streetview\bogota_general\2911654482489566.jpg,4.5913040140529,-74.079182198972,Saint Thomas Aquinas University,4.63805556,-74.06444444,4.0,5.4491,3.0-6.0km,no,main,SA
3211043612444726,bogota_national,streetview\bogota_national\3211043612444726.jpg,4.6093897499731,-74.067270590458,Park of the Independence,4.611046,-74.068828,4.0,0.2524,0.15-0.3km,no,main,SA
3211043612444726,bogota_national,streetview\bogota_national\3211043612444726.jpg,4.6093897499731,-74.067270590458,Museum of the Sea,4.606878,-74.067711,2.0,0.2835,0.15-0.3km,no,main,SA
3211043612444726,bogota_national,streetview\bogota_national\3211043612444726.jpg,4.6093897499731,-74.067270590458,Museo Nacional (TransMilenio),4.615095915,-74.069264197,3.0,0.6719,0.3-0.7km,no,main,SA
3211043612444726,bogota_national,streetview\bogota_national\3211043612444726.jpg,4.6093897499731,-74.067270590458,Teatro Jorge Eliécer Gaitán,4.60872,-74.07077,3.0,0.3949,0.3-0.7km,no,main,SA
3211043612444726,bogota_national,streetview\bogota_national\3211043612444726.jpg,4.6093897499731,-74.067270590458,La Gran Colombia University,4.601175,-74.06566111,4.0,0.9307,0.7-1.5km,no,main,SA
3211043612444726,bogota_national,streetview\bogota_national\3211043612444726.jpg,4.6093897499731,-74.067270590458,Central Cemetery of Bogotá,4.616388888,-74.075277777,3.0,1.1804,0.7-1.5km,no,main,SA
3211043612444726,bogota_national,streetview\bogota_national\3211043612444726.jpg,4.6093897499731,-74.067270590458,National Institute of Legal Medicine and Forensic Sciences,4.598326,-74.082886,2.0,2.1234,1.5-3.0km,no,main,SA
