site,image_id,path
london_covent,293884165716884,streetview/london_covent/293884165716884.jpg
london_covent,604523014318423,streetview/london_covent/604523014318423.jpg
london_lambeth,142530148444305,streetview/london_lambeth/142530148444305.jpg
london_nottinghill,1034221207185640,streetview/london_nottinghill/1034221207185640.jpg
london_nottinghill,1381876649957562,streetview/london_nottinghill/1381876649957562.jpg
london_nottinghill,624022828867998,streetview/london_nottinghill/624022828867998.jpg
london_royal,1077474419441239,streetview/london_royal/1077474419441239.jpg
london_royal,270516208053057,streetview/london_royal/270516208053057.jpg
london_shoreditch,1316206542109445,streetview/london_shoreditch/1316206542109445.jpg
london_shoreditch,2851736618371866,streetview/london_shoreditch/2851736618371866.jpg
london_shoreditch,826862204585691,streetview/london_shoreditch/826862204585691.jpg
madrid_pacfico,2684562815277719,streetview/madrid_pacfico/2684562815277719.jpg
madrid_pera,1564752414619982,streetview/madrid_pera/1564752414619982.jpg
madrid_pera,615644910711441,streetview/madrid_pera/615644910711441.jpg
madrid_royal,472763443829899,streetview/madrid_royal/472763443829899.jpg
marrakech_cervantes,3985648311511085,streetview/marrakech_cervantes/3985648311511085.jpg
marrakech_place,4129797463739521,streetview/marrakech_place/4129797463739521.jpg
marrakech_royal,188085409831335,streetview/marrakech_royal/188085409831335.jpg
mexicocity_balderas,513623480074986,streetview/mexicocity_balderas/513623480074986.jpg
mexicocity_centro,122138176540482,streetview/mexicocity_centro/122138176540482.jpg
mexicocity_insurgentes,2420909831421445,streetview/mexicocity_insurgentes/2420909831421445.jpg
milan_milano,740287243313659,streetview/milan_milano/740287243313659.jpg
milan_museo,111050937715393,streetview/milan_museo/111050937715393.jpg
milan_santa,1090410228149463,streetview/milan_santa/1090410228149463.jpg
mumbai_bowen,1126921317814108,streetview/mumbai_bowen/1126921317814108.jpg
mumbai_bowen,780921181296620,streetview/mumbai_bowen/780921181296620.jpg
mumbai_girgaon,1049868982417886,streetview/mumbai_girgaon/1049868982417886.jpg
mumbai_mughal,826852638180821,streetview/mumbai_mughal/826852638180821.jpg
newyork_amsterdam,380111146499276,streetview/newyork_amsterdam/380111146499276.jpg
newyork_morgan,239175184633906,streetview/newyork_morgan/239175184633906.jpg
newyork_studio,121611859942675,streetview/newyork_studio/121611859942675.jpg
nyc_soho,1299604690434756,streetview/nyc_soho/1299604690434756.jpg
nyc_soho,461536428280752,streetview/nyc_soho/461536428280752.jpg
nyc_soho,772774250092967,streetview/nyc_soho/772774250092967.jpg
paris_bastille,139466058122767,streetview/paris_bastille/139466058122767.jpg
paris_bastille,1469157136857762,streetview/paris_bastille/1469157136857762.jpg
paris_bastille,2952005955046920,streetview/paris_bastille/2952005955046920.jpg
paris_bataclan,305970254588710,streetview/paris_bataclan/305970254588710.jpg
paris_canal,1023923568269784,streetview/paris_canal/1023923568269784.jpg
paris_canal,3001407836851183,streetview/paris_canal/3001407836851183.jpg
paris_canal,505764010862864,streetview/paris_canal/505764010862864.jpg
paris_cite,1216486339106603,streetview/paris_cite/1216486339106603.jpg
paris_cite,170493908323160,streetview/paris_cite/170493908323160.jpg
paris_cite,403023187346773,streetview/paris_cite/403023187346773.jpg
paris_gare,3360767610823943,streetview/paris_gare/3360767610823943.jpg
paris_marais,1759315017586456,streetview/paris_marais/1759315017586456.jpg
paris_marais,2563217207308101,streetview/paris_marais/2563217207308101.jpg
paris_marais,930262351158172,streetview/paris_marais/930262351158172.jpg
paris_montmartre,1106733303616259,streetview/paris_montmartre/1106733303616259.jpg
paris_montmartre,218887923379705,streetview/paris_montmartre/218887923379705.jpg
paris_montmartre,395369233492299,streetview/paris_montmartre/395369233492299.jpg
paris_pont,1507193596290469,streetview/paris_pont/1507193596290469.jpg
sanfrancisco_cartoon,1369582031123941,streetview/sanfrancisco_cartoon/1369582031123941.jpg
sanfrancisco_contemporary,1017722599492413,streetview/sanfrancisco_contemporary/1017722599492413.jpg
sanfrancisco_joseph,1239985766605212,streetview/sanfrancisco_joseph/1239985766605212.jpg
sanfrancisco_joseph,1567714271306208,streetview/sanfrancisco_joseph/1567714271306208.jpg
santiago_baslica,1314398186601230,streetview/santiago_baslica/1314398186601230.jpg
santiago_baslica,506893325703217,streetview/santiago_baslica/506893325703217.jpg
santiago_moneda,1384754382502755,streetview/santiago_moneda/1384754382502755.jpg
santiago_plaza,8421271167978129,streetview/santiago_plaza/8421271167978129.jpg
sf_hayes,1323559606037222,streetview/sf_hayes/1323559606037222.jpg
sf_hayes,1839500240315647,streetview/sf_hayes/1839500240315647.jpg
sf_hayes,618367926232370,streetview/sf_hayes/618367926232370.jpg
sf_mission,1875110242645334,streetview/sf_mission/1875110242645334.jpg
sf_mission,462036088202578,streetview/sf_mission/462036088202578.jpg
sf_mission,724663031544310,streetview/sf_mission/724663031544310.jpg
sf_northbeach,1080470022364146,streetview/sf_northbeach/1080470022364146.jpg
sf_northbeach,1186438301796102,streetview/sf_northbeach/1186438301796102.jpg
sf_northbeach,217757546446694,streetview/sf_northbeach/217757546446694.jpg
singapore_asian,483028582815745,streetview/singapore_asian/483028582815745.jpg
singapore_national,1172910350469866,streetview/singapore_national/1172910350469866.jpg
singapore_somerset,488815302365774,streetview/singapore_somerset/488815302365774.jpg
stockholm_grdet,882084572370597,streetview/stockholm_grdet/882084572370597.jpg
stockholm_karlaplan,779569449389002,streetview/stockholm_karlaplan/779569449389002.jpg
stockholm_st,842284246369672,streetview/stockholm_st/842284246369672.jpg
telaviv_dizengoff,3923503734413150,streetview/telaviv_dizengoff/3923503734413150.jpg
telaviv_habima,328468981955090,streetview/telaviv_habima/328468981955090.jpg
telaviv_nahum,3641710285933359,streetview/telaviv_nahum/3641710285933359.jpg
tokyo_artizon,226672248791862,streetview/tokyo_artizon/226672248791862.jpg
tokyo_ginza,235341308265360,streetview/tokyo_ginza/235341308265360.jpg
tokyo_national,1110364610210828,streetview/tokyo_national/1110364610210828.jpg
tokyo_shibuya,1058919448101518,streetview/tokyo_shibuya/1058919448101518.jpg
tokyo_shibuya,1082357509554620,streetview/tokyo_shibuya/1082357509554620.jpg
tokyo_shibuya,1183435175413354,streetview/tokyo_shibuya/1183435175413354.jpg
tokyo_shibuya,315897687388062,streetview/tokyo_shibuya/315897687388062.jpg
tokyo_shibuya,3218038145179960,streetview/tokyo_shibuya/3218038145179960.jpg
tokyo_shimokita,1001100857490121,streetview/tokyo_shimokita/1001100857490121.jpg
tokyo_shimokita,1004074026845811,streetview/tokyo_shimokita/1004074026845811.jpg
tokyo_shimokita,792948998016340,streetview/tokyo_shimokita/792948998016340.jpg
tokyo_yanaka,2680706958887071,streetview/tokyo_yanaka/2680706958887071.jpg
tokyo_yanaka,304127134573078,streetview/tokyo_yanaka/304127134573078.jpg
tokyo_yanaka,522221968792023,streetview/tokyo_yanaka/522221968792023.jpg
toronto_rosedale,140385058059418,streetview/toronto_rosedale/140385058059418.jpg
toronto_sherbourne,309461187311494,streetview/toronto_sherbourne/309461187311494.jpg
toronto_tmu,811654299784044,streetview/toronto_tmu/811654299784044.jpg
vienna_heldenplatz,744359329572059,streetview/vienna_heldenplatz/744359329572059.jpg
vienna_naschmarkt,1518581645467745,streetview/vienna_naschmarkt/1518581645467745.jpg
vienna_university,1043639560013632,streetview/vienna_university/1043639560013632.jpg
vienna_university,1055581876359490,streetview/vienna_university/1055581876359490.jpg
