site,model,schema,lang,context,path,city,area,place,conf_area,conf_fine,error_km,resolved_level,resolved_label,hit
tokyo_shibuya,gemini-flash,v1,en,mid_15_30km_Q1056064,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shinjuku (Shinjuku 3-chome / Shinjuku-dori),Shinjuku-dori (facing east towards Shinjuku 3-chome),1.0,1.0,3.833,area,Shinjuku,False
tokyo_shibuya,claude-haiku-4-5,v1,en,high_15_30km_Q265071,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Roppongi,unknown,0.85,0.85,2.82,area,Roppongi,False
tokyo_shibuya,claude-haiku-4-5,v1,en,mid_15_30km_Q1056064,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shibuya,unknown,0.75,0.75,0.527,area,Shibuya,True
tokyo_shibuya,claude-haiku-4-5,v1,en,mid_15_30km_Q1201889,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shinjuku,Near Tokyo Opera City Tower,0.85,0.85,3.833,area,Shinjuku,False
tokyo_shibuya,claude-haiku-4-5,v1,en,mid_15_30km_Q963709,streetview\tokyo_shibuya\1183435175413354.jpg,Hiratsuka,Central Hiratsuka / Shopping District,unknown,0.75,0.75,48.039,city,Hiratsuka,False
tokyo_shibuya,claude-haiku-4-5,v1,en,mid_15_30km_Q2090752,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Yoyogi / Shibuya,unknown,0.85,0.85,0.89,area,Yoyogi,True
tokyo_shibuya,claude-haiku-4-5,v1,en,low_15_30km_Q702605,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Ichigaya,unknown,0.75,0.75,4.723,area,Ichigaya,False
tokyo_shibuya,claude-haiku-4-5,v1,en,high_30_60km_Q347972,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Toranomon,unknown,0.85,0.85,4.458,area,Toranomon,False
tokyo_shibuya,claude-haiku-4-5,v1,en,high_30_60km_Q242803,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Chiyoda Ward, near Yasukuni Shrine",Kudan area / Kudanshita,0.75,0.75,6.089,place,Kudanshita,False
tokyo_shibuya,claude-haiku-4-5,v1,en,high_30_60km_Q116259,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Okubo / Shinjuku Ward,unknown,0.75,0.75,4.592,area,Okubo,False
tokyo_shibuya,claude-haiku-4-5,v1,en,high_30_60km_Q1075966,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Chiyoda Ward, near Kitanomaru Park",unknown,0.75,0.75,6.093,area,Chiyoda Ward,False
tokyo_shibuya,claude-haiku-4-5,v1,en,mid_30_60km_Q1062689,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Ichigaya,unknown,0.75,0.75,4.723,area,Ichigaya,False
tokyo_shibuya,claude-haiku-4-5,v1,en,mid_30_60km_Q800921,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Nakano Ward, near Higashi-Nakano Station",unknown,0.85,0.85,8.257,area,Nakano Ward,False
tokyo_shibuya,claude-haiku-4-5,v1,en,mid_30_60km_Q555255,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Akasaka,unknown,0.85,0.85,3.338,area,Akasaka,False
tokyo_shibuya,claude-haiku-4-5,v1,en,mid_30_60km_Q801506,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Takadanobaba,unknown,0.85,0.85,5.932,area,Takadanobaba,False
tokyo_shibuya,claude-haiku-4-5,v1,en,low_30_60km_Q1187433,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Tsukiji or nearby Chuo Ward area,unknown,0.7,0.7,3.424,city,Tokyo,False
tokyo_shibuya,gemini-flash,v1,en,high_30_60km_Q347972,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shibuya,Miyamasuzaka,0.98,0.98,0.527,area,Shibuya,True
tokyo_shibuya,gemini-flash,v1,en,mid_15_30km_Q1201889,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Nishi-Shinjuku / Shinjuku,Koshu-kaido (National Route 20) near Tokyo Opera City,0.9,0.9,7.221,place,National Route 20,False
tokyo_shibuya,claude-opus-5,v1,en,high_05_15km_Q1069457,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Shibuya / Sendagaya area near Yoyogi National Stadium, likely along Meiji-dori or Koshu-kaido",Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and Center Sports 3F in same block),0.4,0.4,0.527,area,Shibuya,True
tokyo_shibuya,claude-opus-5,v1,en,high_05_15km_Q746573,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Jingumae / Omotesando area near Harajuku (Meiji-dori street),"Mitsubishi UFJ Trust Bank branch (三菱UFJ信託銀行), with SMBC Nikko Securities (日興証券) and 'Center Sports 3F' signs",0.5,0.5,1.142,area,Jingumae,False
tokyo_shibuya,claude-opus-5,v1,en,high_05_15km_Q1204253,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shibuya / Yoyogi area — likely along Meiji-dori or Koen-dori near Yoyogi Park,"Mitsubishi UFJ Trust Bank branch (三菱UFJ信託銀行), with 日興証券 and センタースポーツ 3F signs on same block",0.4,0.4,0.527,area,Shibuya,True
tokyo_shibuya,claude-opus-5,v1,en,high_05_15km_Q800894,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Harajuku / Jingumae, along Meiji-dori near Harajuku Station",Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and Center Sports 3F in same building),0.6,0.6,1.203,area,Harajuku,False
tokyo_shibuya,claude-opus-5,v1,en,mid_05_15km_Q492442,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Aoyama-dori, Shibuya/Omotesando area near United Nations University",Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and Center Sports 3F signs),0.72,0.72,0.753,area,Aoyama-dori,True
tokyo_shibuya,claude-opus-5,v1,en,mid_05_15km_Q616359,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Shibuya - Aoyama, along Aoyama-dori near Shibuya/Omotesando",Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and Center Sports 3F in same building),0.6,0.6,0.527,area,Shibuya,True
tokyo_shibuya,claude-opus-5,v1,en,high_15_30km_Q800715,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Ebisu (Shibuya-ku), along Komazawa-dori / Ebisu Station west side","Mitsubishi UFJ Trust Bank Ebisu branch building (Center Sports 3F, SMBC Nikko Securities signage)",0.72,0.72,2.177,area,Ebisu,False
tokyo_shibuya,gemini-flash,v1,en,high_30_60km_Q116259,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Takadanobaba, Shinjuku",Waseda-dori (near Takadanobaba Station),0.95,0.95,5.932,area,Takadanobaba,False
tokyo_shibuya,claude-opus-5,v1,en,high_15_30km_Q1132605,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Naka-Meguro / Meguro-dori area, Meguro Ward",Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and Center Sports 3F signs),0.5,0.5,1.694,area,Naka-Meguro,False
tokyo_shibuya,claude-opus-5,v1,en,high_15_30km_Q14862239,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Sendagaya / Kita-Aoyama area near Gaien-nishi or Aoyama-dori, close to the National Stadium",Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and Center Sports 3F in the same building),0.4,0.4,2.597,area,Sendagaya,False
tokyo_shibuya,gemini-flash,v1,en,mid_15_30km_Q2090752,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shinjuku,Meiji-dori (Shinjuku 4-chome),0.95,0.95,3.833,area,Shinjuku,False
tokyo_shibuya,claude-opus-5,v1,en,high_15_30km_Q265071,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Roppongi (Minato-ku), along Roppongi-dori / Gaien-higashi-dori",Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and 'Center Sports 3F' signs),0.62,0.62,2.82,area,Roppongi,False
tokyo_shibuya,claude-opus-5,v1,en,mid_15_30km_Q1056064,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Hatsudai / Yoyogi area, Shibuya Ward (near New National Theatre Tokyo), along Koshu-kaido",Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and Center Sports 3F in the same building),0.5,0.5,2.734,area,Hatsudai,False
tokyo_shibuya,claude-opus-5,v1,en,mid_15_30km_Q1201889,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Hatsudai / Nishi-Shinjuku, Shibuya-ku (near Tokyo Opera City, Koshu-kaido area)",Mitsubishi UFJ Trust and Banking branch with SMBC Nikko Securities and Center Sports 3F above,0.45,0.45,2.734,area,Hatsudai,False
tokyo_shibuya,claude-opus-5,v1,en,mid_15_30km_Q963709,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Yoyogi / Shibuya area near Tokai University Yoyogi campus,Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and Center Sports 3F signs),0.4,0.4,0.89,area,Yoyogi,True
tokyo_shibuya,gemini-flash,v1,en,low_15_30km_Q702605,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Meguro Station East Exit (Kamiosaki, Shinagawa-ku)",Meguro-dori (Metropolitan Route 312),0.95,0.95,3.161,area,Kamiosaki,False
tokyo_shibuya,claude-opus-5,v1,en,mid_15_30km_Q2090752,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Yoyogi / Sendagaya area, Shibuya Ward (near NTT Docomo Yoyogi Building)",Mitsubishi UFJ Trust and Banking branch (with SMBC Nikko Securities and 'Center Sports 3F' signs) on a street near Yoyogi Station,0.55,0.55,0.89,area,Yoyogi,True
tokyo_shibuya,claude-opus-5,v1,en,low_15_30km_Q702605,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Aoyama / Minami-Aoyama, Minato-ku (Aoyama-dori area near Gaienmae)",Mitsubishi UFJ Trust Bank branch (with 'Center Sports 3F' and SMBC Nikko Securities signs),0.4,0.4,0.826,area,Aoyama,True
tokyo_shibuya,claude-opus-5,v1,en,high_30_60km_Q347972,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Toranomon / Minato-ku, near Sakurada-dori",Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and Center Sports 3F signs),0.72,0.72,4.458,area,Toranomon,False
tokyo_shibuya,claude-opus-5,v1,en,high_30_60km_Q242803,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Kudanshita / Jinbocho area along Yasukuni-dori, Chiyoda City",Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and 'Center Sports 3F' signs),0.6,0.6,6.089,area,Kudanshita,False
tokyo_shibuya,claude-opus-5,v1,en,high_30_60km_Q116259,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shinjuku / Ōkubo area street with Mitsubishi UFJ Trust Bank branch,"三菱UFJ信託銀行 (Mitsubishi UFJ Trust and Banking) branch, with 日興証券 and センタースポーツ 3F signs",0.45,0.45,3.833,area,Shinjuku,False
tokyo_shibuya,claude-opus-5,v1,en,high_30_60km_Q1075966,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Kudanshita / Jimbocho area near Kitanomaru Park (Chiyoda Ward),Mitsubishi UFJ Trust Bank branch with SMBC Nikko Securities and Center Sports 3F above,0.55,0.55,6.089,area,Kudanshita,False
tokyo_shibuya,claude-opus-5,v1,en,mid_30_60km_Q800921,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Higashi-Nakano, Nakano Ward — street near the station (likely Yamate-dori / Ome-kaido area)",Mitsubishi UFJ Trust and Banking branch (with SMBC Nikko Securities and 'Center Sports 3F' in same building),0.63,0.63,5.334,area,Higashi-Nakano,False
tokyo_shibuya,claude-opus-5,v1,en,mid_30_60km_Q1062689,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Ichigaya / Yotsuya area, Shinjuku Ward (near Ministry of Defense), likely along Yasukuni-dori",Mitsubishi UFJ Trust Bank branch (with SMBC Nikko Securities and Center Sports 3F in same building),0.5,0.5,4.723,area,Ichigaya,False
tokyo_shibuya,claude-opus-5,v1,en,mid_30_60km_Q555255,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Akasaka-mitsuke / Akasaka, Minato-ku","Mitsubishi UFJ Trust Bank branch (三菱UFJ信託銀行) with Center Sports 3F above, on Aoyama-dori",0.6,0.6,3.828,area,Akasaka-mitsuke,False
tokyo_shibuya,claude-opus-5,v1,en,mid_30_60km_Q801506,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Takadanobaba, Shinjuku Ward - Waseda-dori / Wasedadori street near the station",Mitsubishi UFJ Trust Bank Takadanobaba branch (with SMBC Nikko Securities and Center Sports 3F signs),0.72,0.72,5.932,area,Takadanobaba,False
tokyo_shibuya,claude-opus-5,v1,en,low_30_60km_Q1187433,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Etchujima / Monzen-nakacho area, Koto Ward (near Tokyo University of Marine Science and Technology)",Mitsubishi UFJ Trust Bank branch with SMBC Nikko Securities and Center Sports 3F above,0.4,0.4,8.382,area,Etchujima,False
tokyo_shibuya,gemini-flash,v1,en,mid_30_60km_Q800921,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Kichijoji,Kichijoji-dori Avenue,0.95,0.95,11.923,area,Kichijoji,False
tokyo_shibuya,gemini-flash,v1,en,high_30_60km_Q1075966,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Kudanminami, Chiyoda-ku",Yasukuni-dori near Kudanshita Station,0.95,0.95,5.332,area,Kudanminami,False
tokyo_shibuya,gemini-flash,v1,en,mid_30_60km_Q1062689,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Yotsuya,Shinjuku-dori near Yotsuya Station,0.95,0.95,4.016,area,Yotsuya,False
tokyo_shibuya,qwen3-vl-235b,v1,en,high_05_15km_Q1069457,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Yoyogi,unknown,0.85,0.85,0.89,area,Yoyogi,True
tokyo_shibuya,gemini-flash,v1,en,high_30_60km_Q242803,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Kudanminami, Chiyoda City",Yasukuni-dori,0.95,0.95,5.332,area,Kudanminami,False
tokyo_shibuya,qwen3-vl-235b,v1,en,high_05_15km_Q746573,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Harajuku,unknown,0.85,0.85,1.203,area,Harajuku,False
tokyo_shibuya,qwen3-vl-235b,v1,en,mid_05_15km_Q492442,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Aoyama,unknown,0.85,0.85,0.826,area,Aoyama,True
tokyo_shibuya,qwen3-vl-235b,v1,en,high_05_15km_Q1204253,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shinjuku,unknown,0.85,0.85,3.833,area,Shinjuku,False
tokyo_shibuya,qwen3-vl-235b,v1,en,mid_05_15km_Q616359,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Aoyama,unknown,0.85,0.85,0.826,area,Aoyama,True
tokyo_shibuya,gemini-flash,v1,en,mid_30_60km_Q801506,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Takadanobaba, Shinjuku",Waseda-dori near Takadanobaba Station,0.95,0.95,5.932,area,Takadanobaba,False
tokyo_shibuya,qwen3-vl-235b,v1,en,high_15_30km_Q1132605,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Naka-Meguro,unknown,0.95,0.95,1.694,area,Naka-Meguro,False
tokyo_shibuya,qwen3-vl-235b,v1,en,high_05_15km_Q800894,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Harajuku,unknown,0.85,0.85,1.203,area,Harajuku,False
tokyo_shibuya,qwen3-vl-235b,v1,en,high_15_30km_Q14862239,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shinjuku,unknown,0.85,0.85,3.833,area,Shinjuku,False
tokyo_shibuya,qwen3-vl-235b,v1,en,mid_15_30km_Q1201889,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Nishi-Shinjuku,unknown,0.85,0.85,3.425,area,Nishi-Shinjuku,False
tokyo_shibuya,qwen3-vl-235b,v1,en,high_15_30km_Q265071,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Roppongi,unknown,0.85,0.85,2.82,area,Roppongi,False
tokyo_shibuya,qwen3-vl-235b,v1,en,high_15_30km_Q800715,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Ebisu,unknown,0.85,0.85,2.177,area,Ebisu,False
tokyo_shibuya,qwen3-vl-235b,v1,en,mid_15_30km_Q963709,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shinagawa,unknown,0.85,0.85,6.206,area,Shinagawa,False
tokyo_shibuya,qwen3-vl-235b,v1,en,high_30_60km_Q242803,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Kanda,unknown,0.85,0.85,7.145,area,Kanda,False
tokyo_shibuya,qwen3-vl-235b,v1,en,low_15_30km_Q702605,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Kanda,unknown,0.85,0.85,7.145,area,Kanda,False
tokyo_shibuya,qwen3-vl-235b,v1,en,high_30_60km_Q347972,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Toranomon,unknown,0.95,0.95,4.458,area,Toranomon,False
tokyo_shibuya,gemini-flash,v1,en,low_30_60km_Q1187433,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Monzen-nakacho, Koto-ku",Eitai-dori near Monzen-nakacho Station,0.95,0.95,8.719,area,Monzen-nakacho,False
tokyo_shibuya,qwen3-vl-235b,v1,en,mid_15_30km_Q1056064,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shinjuku,unknown,0.75,0.75,3.833,area,Shinjuku,False
tokyo_shibuya,qwen3-vl-235b,v1,en,mid_15_30km_Q2090752,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shinjuku,unknown,0.85,0.85,3.833,area,Shinjuku,False
tokyo_shibuya,qwen3-vl-235b,v1,en,high_30_60km_Q116259,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Ōkubo,unknown,0.95,0.95,5.106,area,Ōkubo,False
tokyo_shibuya,qwen3-vl-235b,v1,en,high_30_60km_Q1075966,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Kanda,unknown,0.85,0.85,7.145,area,Kanda,False
tokyo_shibuya,qwen3-vl-235b,v1,en,mid_30_60km_Q555255,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Akasaka,unknown,0.85,0.85,3.338,area,Akasaka,False
tokyo_shibuya,qwen3-vl-235b,v1,en,mid_30_60km_Q800921,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Higashi-Nakano,unknown,0.95,0.95,5.334,area,Higashi-Nakano,False
tokyo_shibuya,qwen3-vl-235b,v1,en,low_30_60km_Q1187433,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,"Koto Ward, near Tokyo University of Marine Science and Technology",unknown,0.75,0.75,10.653,area,Koto Ward,False
tokyo_shibuya,qwen3-vl-235b,v1,en,mid_30_60km_Q1062689,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Chiyoda,Kasumigaseki / Nagatacho area,0.85,0.85,4.84,place,Kasumigaseki,False
tokyo_shibuya,qwen3-vl-235b,v1,en,mid_30_60km_Q801506,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Takadanobaba,unknown,0.85,0.85,5.932,area,Takadanobaba,False
tokyo_shibuya,qwen3-vl-8b,v1,en,high_05_15km_Q1069457,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Yoyogi,unknown,0.85,0.85,0.89,area,Yoyogi,True
tokyo_shibuya,qwen3-vl-8b,v1,en,high_05_15km_Q1204253,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Yoyogi,unknown,0.85,0.85,0.89,area,Yoyogi,True
tokyo_shibuya,qwen3-vl-8b,v1,en,high_05_15km_Q746573,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Harajuku,unknown,0.85,0.85,1.203,area,Harajuku,False
tokyo_shibuya,qwen3-vl-8b,v1,en,high_05_15km_Q800894,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Harajuku,unknown,0.95,0.95,1.203,area,Harajuku,False
tokyo_shibuya,qwen3-vl-8b,v1,en,mid_05_15km_Q492442,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shibuya,unknown,0.95,0.95,0.527,area,Shibuya,True
tokyo_shibuya,qwen3-vl-8b,v1,en,mid_05_15km_Q616359,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Aoyama Gakuin University neighborhood,unknown,0.85,0.85,3.424,city,Tokyo,False
tokyo_shibuya,qwen3-vl-8b,v1,en,high_15_30km_Q14862239,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,unknown,unknown,0.1,0.1,3.424,city,Tokyo,False
tokyo_shibuya,qwen3-vl-8b,v1,en,high_15_30km_Q800715,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Ebisu,unknown,0.95,0.95,2.177,area,Ebisu,False
tokyo_shibuya,qwen3-vl-8b,v1,en,high_15_30km_Q1132605,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Meguro,near Naka-Meguro Station,0.95,0.95,2.012,area,Meguro,False
tokyo_shibuya,qwen3-vl-8b,v1,en,mid_15_30km_Q1201889,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Shibuya,unknown,0.85,0.85,0.527,area,Shibuya,True
tokyo_shibuya,qwen3-vl-8b,v1,en,high_15_30km_Q265071,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Roppongi,unknown,0.85,0.85,2.82,area,Roppongi,False
tokyo_shibuya,qwen3-vl-8b,v1,en,mid_15_30km_Q1056064,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Chiyoda-ku,unknown,0.85,0.85,6.139,area,Chiyoda-ku,False
tokyo_shibuya,qwen3-vl-8b,v1,en,mid_15_30km_Q963709,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,unknown,unknown,0.5,0.5,3.424,city,Tokyo,False
tokyo_shibuya,qwen3-vl-8b,v1,en,low_15_30km_Q702605,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,unknown,unknown,0.1,0.1,3.424,city,Tokyo,False
tokyo_shibuya,qwen3-vl-8b,v1,en,mid_15_30km_Q2090752,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Yoyogi,NTT Docomo Yoyogi Building,0.95,0.95,2.776,place,NTT Docomo Yoyogi Building,False
tokyo_shibuya,qwen3-vl-8b,v1,en,high_30_60km_Q347972,streetview\tokyo_shibuya\1183435175413354.jpg,Tokyo,Toranomon,unknown,0.95,0.95,4.458,area,Toranomon,False
